seed,Accuracy,Precision,Recall,F1,AUC
0,0.9104477611940298,0.8833027522935779,0.8430213464696223,0.8608515057113189,0.9372742200328408
1,0.8880597014925373,0.8299632352941176,0.8536945812807881,0.8408172962698979,0.9116584564860426
2,0.8582089552238806,0.7912234042553192,0.8596059113300492,0.8145801471123735,0.9330049261083744
3,0.7985074626865671,0.7289803220035778,0.7871794871794873,0.7458377239199157,0.8903846153846153
4,0.8880597014925373,0.8092403628117913,0.9003669724770642,0.8408172962698979,0.9823853211009174
5,0.9253731343283582,0.8563516787815852,0.9032510771641207,0.8770642201834863,0.946337641989816
6,0.8880597014925373,0.8287356321839081,0.8372641509433962,0.8328760289348964,0.920822102425876
7,0.9104477611940298,0.7908256880733945,0.8984414278531925,0.8305941845764855,0.9462041226747109
8,0.8955223880597015,0.840702947845805,0.8852564102564102,0.8592859285928593,0.9490384615384615
9,0.8880597014925373,0.8595959595959597,0.8531746031746033,0.8562951311932508,0.9311224489795918
10,0.9253731343283582,0.8563516787815852,0.9032510771641207,0.8770642201834863,0.927144535840188
11,0.8880597014925373,0.8033303330333033,0.8829545454545454,0.8328760289348964,0.9363636363636363
12,0.9104477611940298,0.8553921568627452,0.8908355795148248,0.8711538461538462,0.9497978436657681
13,0.8656716417910447,0.8054931335830212,0.9018062397372743,0.8319866258010589,0.9438423645320196
14,0.9104477611940298,0.8839406207827261,0.8963499582056283,0.8898026315789473,0.9334076344385622
15,0.8582089552238806,0.7611963670529283,0.8159090909090909,0.7826717883055911,0.8784090909090909
16,0.9328358208955224,0.861024575977847,0.9232954545454546,0.8876153201006429,0.9545454545454546
17,0.9029850746268657,0.842628205128205,0.870024229837314,0.8551592250769102,0.9570785739010037
18,0.8432835820895522,0.8809523809523809,0.6920192019201921,0.7290844324636565,0.8868886888688869
19,0.8731343283582089,0.8141284403669724,0.7884097035040432,0.8000877577885037,0.9225067385444744
20,0.8805970149253731,0.8172192811368069,0.8738916256157635,0.8391839183918393,0.9487684729064039
21,0.8805970149253731,0.8245201723462593,0.7867774316372447,0.8033027522935781,0.9286950501903772
22,0.9104477611940298,0.8608515057113189,0.8608515057113189,0.8608515057113189,0.9255797853928694
23,0.8955223880597015,0.843302752293578,0.8238144686742818,0.832977207977208,0.9446175147109728
24,0.8955223880597015,0.8798988621997471,0.7960591133004926,0.8278899082568807,0.8824302134646962
25,0.9029850746268657,0.8284873658705434,0.8594696969696969,0.8425951025571519,0.9340909090909091
26,0.8731343283582089,0.8179411764705883,0.83855308487316,0.8273588480485032,0.8963357344190417
27,0.8955223880597015,0.8319160997732427,0.8945417789757413,0.8563112745098039,0.943733153638814
28,0.8582089552238806,0.7932178932178933,0.8256410256410256,0.8070481242895036,0.9099358974358974
29,0.9029850746268657,0.8811403508771929,0.8007961232260298,0.8322903629536922,0.9141571478020076
