seed,Accuracy,Precision,Recall,F1,AUC
0,0.8880597014925373,0.8503787878787878,0.8037766830870279,0.8236068451075033,0.9126436781609195
1,0.8731343283582089,0.8146900269541779,0.8067323481116585,0.8105928327928826,0.9257799671592775
2,0.8731343283582089,0.8081140350877194,0.8691297208538588,0.8308457711442787,0.9471264367816092
3,0.8208955223880597,0.7531055900621118,0.8134615384615385,0.7721088435374149,0.8948717948717949
4,0.8656716417910447,0.7906976744186047,0.9174311926605505,0.8226470588235295,0.9889908256880734
5,0.8731343283582089,0.7791176470588235,0.871719545632589,0.8105928327928826,0.9255777516647082
6,0.8507462686567164,0.7765899122807017,0.8399595687331536,0.7989798979897991,0.9086927223719676
7,0.9104477611940298,0.790834312573443,0.8733031674208145,0.8236842105263158,0.9507290095525389
8,0.835820895522388,0.7840476190476191,0.8823717948717948,0.8039893617021276,0.941025641025641
9,0.8805970149253731,0.8414141414141414,0.883219954648526,0.8574468085106384,0.923469387755102
10,0.917910447761194,0.8429919137466307,0.8987465726596161,0.8668112406252824,0.9451625538582059
11,0.8432835820895522,0.7534412955465587,0.8556818181818182,0.7821138211382114,0.915530303030303
12,0.8731343283582089,0.8141284403669724,0.7884097035040432,0.8000877577885037,0.9083557951482479
13,0.8731343283582089,0.8081140350877194,0.8691297208538588,0.8308457711442787,0.9444991789819376
14,0.835820895522388,0.8055235903337169,0.8698801894678183,0.8179347826086957,0.9473390916689887
15,0.8656716417910447,0.7706552706552707,0.7878787878787878,0.7787155963302752,0.8602272727272727
16,0.9328358208955224,0.861024575977847,0.9232954545454546,0.8876153201006429,0.9496753246753247
17,0.8656716417910447,0.7894909688013136,0.805122879889235,0.7968328840970351,0.9245413637937003
18,0.8582089552238806,0.8711685823754789,0.7325232523252325,0.7699466883527605,0.8937893789378938
19,0.8582089552238806,0.7996207332490519,0.7395552560646901,0.7627434535458019,0.894878706199461
20,0.8805970149253731,0.8187818781878188,0.8489326765188834,0.8321327904791732,0.9428571428571428
21,0.8955223880597015,0.843302752293578,0.8238144686742818,0.832977207977208,0.9221183800623052
22,0.9029850746268657,0.8466981132075472,0.8561786085150571,0.8513017498932992,0.9224645205953618
23,0.8805970149253731,0.8187155963302752,0.8006230529595015,0.809116809116809,0.9248875043267566
24,0.8955223880597015,0.8679984332158246,0.8085385878489326,0.832977207977208,0.9014778325123154
25,0.8656716417910447,0.7711538461538461,0.8204545454545454,0.7912772585669782,0.931060606060606
26,0.8507462686567164,0.7881673881673882,0.8127153147510179,0.7989798979897991,0.8947698089570937
27,0.8805970149253731,0.8129251700680271,0.871967654986523,0.8357843137254901,0.9450808625336927
28,0.8432835820895522,0.7738816738816738,0.8041666666666667,0.786737400530504,0.8932692307692308
29,0.9029850746268657,0.8811403508771929,0.8007961232260298,0.8322903629536922,0.9241952232606438
