seed,Accuracy,Precision,Recall,F1,AUC
0,0.587248322147651,0.6442343344456805,0.7328469884025439,0.5638661161548255,0.8974186307519642
1,0.5771812080536913,0.6447097378277153,0.7345931997571342,0.5553713527851459,0.8650576806314512
2,0.5536912751677853,0.6216790400149415,0.7171666666666667,0.5251991614255765,0.85675
3,0.5100671140939598,0.6176788522012578,0.6995833333333333,0.4907771535580524,0.8859166666666667
4,0.5503355704697986,0.6237899608065354,0.6961466517022072,0.5299905838041431,0.8591096146651702
5,0.5604026845637584,0.6273287575290657,0.7199193548387097,0.5339469694256413,0.8736290322580645
6,0.5906040268456376,0.6668096872616324,0.7336404914529915,0.5787449017426771,0.8497596153846154
7,0.5469798657718121,0.6311475409836066,0.73,0.5228607009428927,0.8948333333333334
8,0.587248322147651,0.6531367041198501,0.7381160369804178,0.5679377615371015,0.9033995777826309
9,0.5536912751677853,0.6290960451977401,0.7247356774034915,0.5284080768178194,0.9143512826817475
10,0.5335570469798657,0.6350614591593973,0.6884900048419451,0.5236386636766144,0.8507297502939752
11,0.5704697986577181,0.6501450676982592,0.6945488721804511,0.5625888720700885,0.8380952380952381
12,0.5570469798657718,0.6363549390098062,0.6971709206612714,0.5431358885017422,0.873486892162966
13,0.5771812080536913,0.6424111544058965,0.7098291485093726,0.5605337078651685,0.827834267137027
14,0.5335570469798657,0.6150056839712013,0.7058150377214546,0.5071332532156158,0.8565737051792829
15,0.5268456375838926,0.6397195557119164,0.6997126436781609,0.5167845437295153,0.8857040229885058
16,0.5302013422818792,0.6220019342359768,0.6914845173041895,0.5130036886585423,0.8594414086217365
17,0.5838926174496645,0.6444880235327076,0.7140485577920731,0.5663114407774283,0.8606211523829287
18,0.5671140939597316,0.6550290135396519,0.7217610845956975,0.5550848928856638,0.8687832883724147
19,0.587248322147651,0.643075639599555,0.724721554924656,0.5652730830813023,0.8843270000727961
20,0.5503355704697986,0.6430493712384401,0.697467071935157,0.5403140396924069,0.830935494765282
21,0.5134228187919463,0.6218279143536876,0.6892953407778206,0.49874134310870855,0.8539083557951483
22,0.5570469798657718,0.6520243710691824,0.7065972222222222,0.5480698529411765,0.8834802350427351
23,0.5,0.6037823555316338,0.67675,0.47960104543909615,0.8746666666666666
24,0.5771812080536913,0.6504226283231809,0.7318919705903764,0.559316464015774,0.9044915192545679
25,0.5704697986577181,0.6624410377358491,0.7113810741687979,0.5633699633699634,0.8654092071611253
26,0.5973154362416108,0.6377783862723622,0.7515833333333333,0.562558105397074,0.8970833333333332
27,0.5805369127516778,0.6384872080088988,0.7301116673084328,0.5552929097572914,0.9077396996534463
28,0.5167785234899329,0.5866834757435682,0.6693114455084359,0.48123791102514507,0.8082079343365254
29,0.5134228187919463,0.6144249512670565,0.6924432423571838,0.4935714871722748,0.8686173264486517
