seed,Accuracy,Precision,Recall,F1,AUC
0,0.5344827586206896,0.5909090909090909,0.7403846153846154,0.4785214785214785,0.7852564102564102
1,0.5344827586206896,0.5488095238095239,0.6547169811320754,0.4476190476190476,0.7622641509433963
2,0.4482758620689655,0.5354037267080746,0.6075471698113208,0.3894736842105263,0.7471698113207548
3,0.3448275862068966,0.4457070707070707,0.30092592592592593,0.275,0.4537037037037037
4,0.6551724137931034,0.6296296296296297,0.803921568627451,0.5839311334289814,0.7815126050420169
5,0.46551724137931033,0.5496894409937888,0.6282051282051282,0.41528455284552845,0.7692307692307693
6,0.7931034482758621,0.5897435897435898,0.5583333333333333,0.565,0.5854166666666666
7,0.29310344827586204,0.5543478260869565,0.6132075471698113,0.2826546003016591,0.7471698113207548
8,0.5517241379310345,0.5517241379310345,0.6218487394957983,0.4763888888888889,0.6554621848739496
9,0.603448275862069,0.5764635603345281,0.7051282051282051,0.5129609346476817,0.8012820512820513
10,0.5862068965517241,0.5726190476190476,0.6955128205128205,0.5007173601147776,0.766025641025641
11,0.5344827586206896,0.5745192307692308,0.6736694677871148,0.4785214785214785,0.7086834733893557
12,0.5172413793103449,0.5709090909090909,0.6638655462184874,0.46578947368421053,0.6862745098039216
13,0.5517241379310345,0.5901442307692308,0.6875,0.5039473684210527,0.7424999999999999
14,0.603448275862069,0.5892857142857143,0.7830188679245282,0.5129609346476817,0.8566037735849057
15,0.46551724137931033,0.5810810810810811,0.7019230769230769,0.4272061165976425,0.7307692307692307
16,0.46551724137931033,0.5206060606060606,0.5544871794871795,0.4012654012654012,0.6025641025641026
17,0.5344827586206896,0.5860606060606061,0.6775,0.49073170731707316,0.7975
18,0.5689655172413793,0.541816009557945,0.6121794871794872,0.470609711573567,0.6698717948717949
19,0.43103448275862066,0.5328282828282829,0.5981132075471698,0.3775609756097561,0.6641509433962265
20,0.6896551724137931,0.5802968960863698,0.6349206349206349,0.5762987012987013,0.7993197278911565
21,0.5862068965517241,0.6129032258064516,0.7647058823529411,0.5303643724696356,0.8487394957983193
22,0.5689655172413793,0.6428571428571428,0.7395833333333334,0.5461658841940532,0.7937500000000001
23,0.5689655172413793,0.5096969696969698,0.537037037037037,0.4252873563218391,0.5694444444444444
24,0.6206896551724138,0.553921568627451,0.641025641025641,0.5054263565891473,0.6282051282051282
25,0.39655172413793105,0.5377867746288798,0.5897435897435898,0.3646322378716745,0.6314102564102564
26,0.5344827586206896,0.5488095238095239,0.6547169811320754,0.4476190476190476,0.7207547169811321
27,0.5689655172413793,0.5535714285714286,0.7727272727272727,0.4497153700189753,0.8787878787878789
28,0.5689655172413793,0.5821428571428572,0.6932773109243697,0.5039343140608963,0.8095238095238095
29,0.6551724137931034,0.5444015444015444,0.630188679245283,0.5042735042735043,0.7509433962264151
