seed,Accuracy,Precision,Recall,F1,AUC
0,0.9230769230769231,0.8262150220913107,0.7165200391006843,0.7567251461988305,0.8983382209188661
1,0.8942307692307693,0.7440476190476191,0.9007820136852395,0.7915071988336067,0.9569892473118279
2,0.9230769230769231,0.8573099415204679,0.7582417582417582,0.7966764418377321,0.830938292476754
3,0.9519230769230769,0.9079528718703976,0.7946808510638298,0.8398521712349862,0.8819148936170214
4,0.9326923076923077,0.8220973782771535,0.8894927536231885,0.8510333537957847,0.9610507246376812
5,0.9326923076923077,0.8313696612665684,0.7393617021276595,0.7757930397289806,0.9712765957446808
6,0.9230769230769231,0.821705426356589,0.8952380952380952,0.8522727272727273,0.9603174603174605
7,0.9038461538461539,0.7777089783281734,0.8791208791208791,0.8153409090909092,0.9340659340659341
8,0.9038461538461539,0.7974756167527253,0.8883895131086142,0.8320413436692506,0.9071161048689138
9,0.8653846153846154,0.7375,0.861904761904762,0.7746130030959752,0.9158730158730158
10,0.9423076923076923,0.7673509286412512,0.9027982326951398,0.8175438596491228,0.9455081001472754
11,0.9134615384615384,0.7734042553191489,0.7512218963831867,0.7616501145912911,0.8514173998044965
12,0.8942307692307693,0.7708333333333333,0.9395604395604396,0.8191876086612928,0.967032967032967
13,0.9615384615384616,0.8893617021276596,0.8893617021276596,0.8893617021276596,0.9574468085106383
14,0.8846153846153846,0.7455108359133127,0.8351648351648352,0.7784090909090908,0.9163144547759933
15,0.9326923076923077,0.8333333333333333,0.9611111111111111,0.8797687861271677,0.9825396825396826
16,0.8846153846153846,0.7046439628482972,0.8865497076023392,0.7523809523809524,0.9637426900584796
17,0.9134615384615384,0.7698863636363636,0.8714565004887586,0.8084714548802947,0.9618768328445748
18,0.9423076923076923,0.9340659340659341,0.8471940500338067,0.8831460674157303,0.9729546991210277
19,0.9134615384615384,0.8210227272727273,0.8385767790262172,0.82941498086386,0.9071161048689138
20,0.9423076923076923,0.9063492063492063,0.8636363636363636,0.8831460674157303,0.9559659090909091
21,0.8942307692307693,0.8202380952380952,0.8331269349845201,0.8264299802761341,0.9374613003095975
22,0.9134615384615384,0.7719638242894057,0.9115347018572825,0.8196879214024273,0.978494623655914
23,0.9134615384615384,0.71875,0.9536082474226804,0.7800235017626322,0.9808541973490427
24,0.8942307692307693,0.9455445544554455,0.6071428571428571,0.6476747767169695,0.9253968253968253
25,0.9615384615384616,0.8645833333333333,0.8645833333333333,0.8645833333333333,0.87109375
26,0.8557692307692307,0.6894793344068706,0.875531914893617,0.7298701298701298,0.9308510638297873
27,0.9038461538461539,0.7642045454545454,0.8369565217391304,0.7936507936507937,0.9121376811594203
28,0.9134615384615384,0.835480407944176,0.9037467700258397,0.8632977946545932,0.939922480620155
29,0.8653846153846154,0.7644183773216031,0.68289384719405,0.7111111111111111,0.8600405679513184
