seed,Accuracy,Precision,Recall,F1,AUC
0,0.9271523178807947,0.8578754578754579,0.8442565186751234,0.8508575020202926,0.9774489076814659
1,0.8145695364238411,0.6927107591988821,0.771489501312336,0.7158602150537634,0.8631889763779528
2,0.8211920529801324,0.670558608058608,0.8449074074074074,0.6998895841001104,0.8962962962962963
3,0.8940397350993378,0.7812825860271115,0.7059160305343511,0.7348551360842845,0.9519083969465649
4,0.8675496688741722,0.7217699579831933,0.8527568922305764,0.7603174603174603,0.9335839598997493
5,0.8609271523178808,0.6568504594820385,0.6648375768217735,0.6606741573033708,0.8911325724319578
6,0.9536423841059603,0.8711589113257243,0.8914351851851852,0.8809282415230371,0.9449074074074073
7,0.9403973509933775,0.8186274509803921,0.8388946819603754,0.8283440697233801,0.9676746611053181
8,0.8874172185430463,0.7561904761904762,0.8080152671755725,0.7780371811500216,0.9320610687022901
9,0.9006622516556292,0.9464285714285714,0.7115384615384616,0.7689954105048444,0.9073846153846155
10,0.8874172185430463,0.7241269841269842,0.8268518518518518,0.7601158770208392,0.913888888888889
11,0.9271523178807947,0.8305531167690957,0.8145363408521302,0.8222578919208132,0.9578111946532999
12,0.9006622516556292,0.7721987315010571,0.8080143540669856,0.7883375385477993,0.9282296650717703
13,0.9403973509933775,0.8380158033362599,0.8564814814814814,0.8469077391010477,0.9611111111111111
14,0.8741721854304636,0.7055446194225722,0.7750219490781387,0.7318942154938791,0.9323968393327481
15,0.8675496688741722,0.7297123780174628,0.8566586921850079,0.7676923076923077,0.9401913875598087
16,0.8874172185430463,0.7374320652173914,0.7919799498746867,0.7601158770208392,0.9039264828738512
17,0.9006622516556292,0.6669453734671126,0.6795563549160671,0.6729241877256318,0.9106714628297363
18,0.9205298013245033,0.8965686274509804,0.7747961956521738,0.819377990430622,0.8980978260869565
19,0.8807947019867549,0.7561588738059326,0.8889312977099237,0.7970430107526881,0.9545801526717558
20,0.7880794701986755,0.6893757503001201,0.8215013586956521,0.7082125603864735,0.9089673913043479
21,0.8807947019867549,0.6560758082497213,0.6372549019607843,0.6457247132429614,0.8779411764705882
22,0.8874172185430463,0.7328548644338118,0.7439431913116124,0.7381947985721571,0.8621553884711779
23,0.8609271523178808,0.7274154589371981,0.8753987240829346,0.7665807876334192,0.95414673046252
24,0.8675496688741722,0.6595588235294118,0.6428884986830553,0.650462962962963,0.869622475856014
25,0.8940397350993378,0.790167865707434,0.6847328244274808,0.7203703703703703,0.933587786259542
26,0.847682119205298,0.7008064516129032,0.7851145038167939,0.7286930708538395,0.8946564885496183
27,0.847682119205298,0.6913793103448276,0.8597222222222223,0.7286930708538395,0.9324074074074074
28,0.9337748344370861,0.8742647058823529,0.8044258373205742,0.8342844600526778,0.9445773524720893
29,0.8211920529801324,0.688402421984164,0.7963369963369964,0.7156308851224105,0.9062271062271062
